Asset,Trade,Entry,P/L,Gewinn,DQN,Conf,Verdict,Kerzen
NATURALGAS,SELL,3.0521,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0521,-0.0092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0511,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0526,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0511,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0516,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0511,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0496,-0.0091,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0501,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0501,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0501,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0511,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0511,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0506,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0501,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0501,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0541,-0.0092,false,HOLD,1,BESSER,500
NATURALGAS,SELL,3.0551,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0546,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0546,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0536,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0541,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0541,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0531,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0526,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0521,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0541,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0546,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0546,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0541,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0531,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0531,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0501,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0521,-0.0092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0551,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0536,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0536,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0521,-0.0092,false,BUY,1,BESSER,500
GOLD,SELL,4515.0800,+22.5754,true,BUY,1,MISS,500
GOLD,SELL,4514.7100,+22.5736,true,CLOSE,1,MISS,500
GOLD,SELL,4516.1600,+22.5808,true,SELL,1,MATCH,500
GOLD,SELL,4514.1950,+22.5710,true,SELL,1,MATCH,500
GOLD,SELL,4515.5700,+22.5778,true,HOLD,1,MISS,500
GOLD,SELL,4514.9350,+22.5747,true,HOLD,1,MISS,500
SILVER,SELL,70.0630,+0.3503,true,SELL,1,MATCH,500
GOLD,SELL,4514.4900,+22.5724,true,SELL,1,MATCH,500
SILVER,SELL,70.0520,+0.3503,true,SELL,1,MATCH,500
GOLD,SELL,4516.2250,+22.5811,true,SELL,1,MATCH,500
SILVER,SELL,70.0525,+0.3503,true,SELL,1,MATCH,500
GOLD,SELL,4514.2050,+22.5710,true,SELL,1,MATCH,500
SILVER,SELL,70.0330,+0.3502,true,SELL,1,MATCH,500
GOLD,SELL,4513.9850,+22.5699,true,SELL,1,MATCH,500
SILVER,SELL,70.0520,+0.3503,true,SELL,1,MATCH,500
SILVER,SELL,70.0115,+0.3501,true,BUY,1,MISS,500
SILVER,SELL,70.0090,+0.3500,true,BUY,1,MISS,500
SILVER,SELL,70.0400,+0.3502,true,SELL,1,MATCH,500
SILVER,SELL,70.0350,+0.3502,true,SELL,1,MATCH,500
SILVER,SELL,70.0270,+0.3501,true,CLOSE,1,MISS,500
SILVER,SELL,70.0540,+0.3503,true,CLOSE,1,MISS,500
GOLD,SELL,4516.9100,+22.5845,true,SELL,1,MATCH,500
GOLD,SELL,4519.4200,+22.5971,true,CLOSE,1,MISS,500
GOLD,SELL,4518.0800,+22.5904,true,SELL,1,MATCH,500
GOLD,SELL,4519.5800,+22.5979,true,SELL,1,MATCH,500
GOLD,SELL,4519.0000,+22.5950,true,SELL,1,MATCH,500
GOLD,SELL,4519.8300,+22.5992,true,SELL,1,MATCH,500
GOLD,SELL,4517.7500,+22.5887,true,SELL,1,MATCH,500
GOLD,SELL,4517.1100,+22.5855,true,BUY,1,MISS,500
GOLD,SELL,4517.9500,+22.5898,true,BUY,1,MISS,500
GOLD,SELL,4520.0600,+22.6003,true,BUY,1,MISS,500
GOLD,SELL,4519.9200,+22.5996,true,SELL,1,MATCH,500
GOLD,SELL,4518.3400,+22.5917,true,SELL,1,MATCH,500
GOLD,SELL,4520.8750,+22.6044,true,SELL,1,MATCH,500
GOLD,SELL,4521.3300,+22.6066,true,BUY,1,MISS,500
GOLD,SELL,4521.0400,+22.6052,true,SELL,1,MATCH,500
GOLD,SELL,4521.4200,+22.6071,true,HOLD,1,MISS,500
GOLD,SELL,4521.4850,+22.6074,true,SELL,1,MATCH,500
GOLD,SELL,4521.6300,+22.6082,true,CLOSE,1,MISS,500
GOLD,SELL,4521.7300,+22.6087,true,SELL,1,MATCH,500
GOLD,SELL,4523.5400,+22.6177,true,SELL,1,MATCH,500
GOLD,SELL,4522.2200,+22.6111,true,SELL,1,MATCH,500
GOLD,SELL,4522.1950,+22.6110,true,SELL,1,MATCH,500
GOLD,SELL,4523.2500,+22.6163,true,SELL,1,MATCH,500
GOLD,SELL,4524.9900,+22.6250,true,SELL,1,MATCH,500
GOLD,SELL,4523.9900,+22.6200,true,SELL,1,MATCH,500
GOLD,SELL,4523.2400,+22.6162,true,CLOSE,1,MISS,500
OIL_CRUDE,SELL,99.5710,+0.4979,true,BUY,1,MISS,500
SILVER,SELL,69.8700,-0.2096,false,CLOSE,1,BESSER,500
SILVER,SELL,69.8460,-0.2095,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,99.2125,-0.5953,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,99.2130,-0.5953,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.7330,-0.9873,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.6600,-0.9866,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.6690,-0.9867,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.6970,-0.9870,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.6540,-0.9865,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,99.3730,-0.2981,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.6115,-0.9861,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.5560,-0.9856,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.5540,-0.9855,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.5260,-0.9853,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.6420,-0.9864,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,99.2125,-0.2976,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,99.2130,-0.2976,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.7330,-0.5924,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.3680,-0.9837,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.3750,-0.9838,false,HOLD,1,BESSER,500
NATURALGAS,SELL,3.0486,-0.0091,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.2790,-0.9828,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.2940,-0.9829,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.6600,-0.5920,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.6690,-0.5920,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.6970,-0.5922,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.6540,-0.5919,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.6115,-0.5917,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.2290,-0.9823,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.1970,-0.9820,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.5560,-0.5913,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.5540,-0.5913,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.5260,-0.5912,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.6420,-0.5919,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.2940,-0.5898,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.3680,-0.5902,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.3750,-0.5902,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.6600,-0.2960,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.6690,-0.2960,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.6970,-0.2961,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.6420,-0.2959,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.6540,-0.2960,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.1970,-0.5892,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.5560,-0.2957,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.5540,-0.2957,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.5260,-0.2956,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,99.1100,+1.1893,true,SELL,1,MATCH,500
OIL_CRUDE,SELL,99.0820,+1.1890,true,SELL,1,MATCH,500
SILVER,SELL,69.9235,-0.2098,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.1970,-0.2946,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.2940,-0.2949,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.3680,-0.2951,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.3750,-0.2951,false,HOLD,1,BESSER,500
GOLD,SELL,4508.5850,-13.5258,false,BUY,1,BESSER,500
GOLD,SELL,4507.9600,-13.5239,false,BUY,1,BESSER,500
GOLD,SELL,4508.6700,-13.5260,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0626,+0.0153,true,BUY,1,MISS,500
GOLD,SELL,4506.2700,-13.5188,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0626,+0.0153,true,SELL,1,MATCH,500
GOLD,SELL,4506.0700,-13.5182,false,SELL,1,MATCH,500
GOLD,SELL,4505.6900,-13.5171,false,BUY,1,BESSER,500
GOLD,SELL,4506.2300,-13.5187,false,HOLD,1,BESSER,500
GOLD,SELL,4505.3100,-13.5159,false,SELL,1,MATCH,500
SILVER,SELL,69.7570,-0.2093,false,SELL,1,MATCH,500
SILVER,SELL,69.7320,-0.2092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0656,+0.0153,true,BUY,1,MISS,500
NATURALGAS,SELL,3.0646,+0.0153,true,BUY,1,MISS,500
NATURALGAS,SELL,3.0651,+0.0153,true,BUY,1,MISS,500
NATURALGAS,SELL,3.0641,+0.0153,true,BUY,1,MISS,500
NATURALGAS,SELL,3.0651,+0.0153,true,SELL,1,MATCH,500
NATURALGAS,SELL,3.0666,+0.0153,true,SELL,1,MATCH,500
NATURALGAS,SELL,3.0651,+0.0153,true,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.7330,+0.4937,true,BUY,1,MISS,500
OIL_CRUDE,SELL,99.1100,+0.4955,true,SELL,1,MATCH,500
OIL_CRUDE,SELL,99.0820,+0.4954,true,SELL,1,MATCH,500
SILVER,SELL,70.1030,+0.3505,true,SELL,1,MATCH,500
SILVER,SELL,70.3090,+0.3515,true,BUY,1,MISS,500
SILVER,SELL,70.3880,+0.3519,true,BUY,1,MISS,500
SILVER,SELL,70.3340,+0.3517,true,SELL,1,MATCH,500
SILVER,SELL,70.3690,+0.3518,true,SELL,1,MATCH,500
SILVER,SELL,70.3200,+0.3516,true,CLOSE,1,MISS,500
SILVER,SELL,70.3150,+0.3516,true,CLOSE,1,MISS,500
SILVER,SELL,70.3195,+0.3516,true,BUY,1,MISS,500
SILVER,SELL,70.3270,+0.3516,true,BUY,1,MISS,500
SILVER,SELL,70.3360,+0.3517,true,HOLD,1,MISS,500
SILVER,SELL,70.3730,+0.3519,true,SELL,1,MATCH,500
SILVER,SELL,70.3845,+0.3519,true,SELL,1,MATCH,500
SILVER,SELL,70.4205,+0.3521,true,SELL,1,MATCH,500
SILVER,SELL,70.4155,+0.3521,true,SELL,1,MATCH,500
SILVER,SELL,70.3890,+0.3519,true,SELL,1,MATCH,500
NATURALGAS,SELL,3.0486,-0.0183,false,HOLD,1,BESSER,500
NATURALGAS,SELL,3.0491,-0.0183,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0481,-0.0183,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0491,-0.0183,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.1660,-0.9817,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.1570,-0.9816,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0491,-0.0183,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0571,-0.0092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0571,-0.0092,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.0860,-0.9809,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.0165,-0.9802,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.0365,-0.9804,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.0490,-0.9805,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.1010,-0.9810,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.1280,-0.9813,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.9995,-0.9800,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.1000,-0.9810,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,97.9790,-0.9798,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.9370,-0.9794,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,97.9010,-0.9790,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8940,-0.9789,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8990,-0.9790,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.9870,-0.9799,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.2790,-0.5897,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.0860,-0.5885,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.1010,-0.5886,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.2290,-0.5894,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,98.1660,-0.5890,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.1280,-0.5888,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.1570,-0.5889,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.8680,-0.9787,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,97.8310,-0.9783,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0566,-0.0092,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.7850,-0.9779,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.1000,-0.5886,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.0165,-0.5881,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.0365,-0.5882,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.0490,-0.5883,false,BUY,1,BESSER,500
GOLD,SELL,4510.3900,-13.5312,false,SELL,1,MATCH,500
GOLD,SELL,4511.5600,-13.5347,false,SELL,1,MATCH,500
GOLD,SELL,4510.6250,-13.5319,false,SELL,1,MATCH,500
GOLD,SELL,4511.7200,-13.5352,false,BUY,1,BESSER,500
GOLD,SELL,4512.6200,-13.5379,false,BUY,1,BESSER,500
GOLD,SELL,4511.4100,-13.5342,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0541,-0.0092,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.9790,-0.5879,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.9995,-0.5880,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.9870,-0.5879,false,HOLD,1,BESSER,500
NATURALGAS,SELL,3.0546,-0.0092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0556,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0561,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0551,-0.0092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0541,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0546,-0.0092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0546,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0541,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0531,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0536,-0.0092,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.1010,-0.2943,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.1660,-0.2945,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.1280,-0.2944,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0521,-0.0092,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.1570,-0.2945,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0526,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0531,-0.0092,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.9370,-0.5876,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0531,-0.0092,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.8680,-0.5872,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,97.9010,-0.5874,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0521,-0.0092,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8310,-0.5870,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8940,-0.5874,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0521,-0.0092,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8990,-0.5874,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0521,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0536,-0.0092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0536,-0.0092,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0536,-0.0092,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,98.1000,-0.2943,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0516,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0516,-0.0092,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0516,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0516,-0.0092,false,HOLD,1,BESSER,500
NATURALGAS,SELL,3.0501,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0511,-0.0092,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,98.0860,-0.2943,false,HOLD,1,BESSER,500
NATURALGAS,SELL,3.0491,-0.0091,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.0165,-0.2940,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.0365,-0.2941,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0501,-0.0092,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.0490,-0.2941,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0491,-0.0091,false,BUY,1,BESSER,500
NATURALGAS,SELL,3.0511,-0.0092,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.9790,-0.2939,false,SELL,1,MATCH,500
OIL_CRUDE,SELL,97.9370,-0.2938,false,CLOSE,1,BESSER,500
NATURALGAS,SELL,3.0511,-0.0092,false,SELL,1,MATCH,500
NATURALGAS,SELL,3.0491,-0.0091,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.9995,-0.2940,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.9870,-0.2940,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,97.7850,-0.5867,false,CLOSE,1,BESSER,500
GOLD,SELL,4509.3900,-13.5282,false,BUY,1,BESSER,500
GOLD,SELL,4509.3000,-13.5279,false,BUY,1,BESSER,500
SILVER,SELL,70.0005,-0.4200,false,HOLD,1,BESSER,500
OIL_CRUDE,SELL,97.7850,-0.2934,false,CLOSE,1,BESSER,500
SILVER,SELL,69.9830,-0.4199,false,BUY,1,BESSER,500
GOLD,SELL,4509.1600,-13.5275,false,SELL,1,MATCH,500
GOLD,SELL,4508.3000,-13.5249,false,BUY,1,BESSER,500
GOLD,SELL,4509.1700,-13.5275,false,BUY,1,BESSER,500
SILVER,SELL,69.9220,-0.4195,false,BUY,1,BESSER,500
GOLD,SELL,4507.4300,-13.5223,false,BUY,1,BESSER,500
SILVER,SELL,70.0960,-0.2103,false,SELL,1,MATCH,500
SILVER,SELL,69.9830,-0.2099,false,BUY,1,BESSER,500
SILVER,SELL,69.9220,-0.2098,false,BUY,1,BESSER,500
SILVER,SELL,69.8690,-0.4192,false,BUY,1,BESSER,500
SILVER,SELL,69.8950,-0.4194,false,BUY,1,BESSER,500
SILVER,SELL,69.8920,-0.4194,false,BUY,1,BESSER,500
SILVER,SELL,69.8880,-0.4193,false,BUY,1,BESSER,500
SILVER,SELL,70.0005,-0.2100,false,HOLD,1,BESSER,500
SILVER,SELL,70.0760,-0.2102,false,HOLD,1,BESSER,500
SILVER,SELL,69.8950,-0.2097,false,BUY,1,BESSER,500
SILVER,SELL,69.8920,-0.2097,false,BUY,1,BESSER,500
SILVER,SELL,69.8690,-0.2096,false,BUY,1,BESSER,500
SILVER,SELL,69.8880,-0.2097,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,98.2290,+0.4911,true,HOLD,1,MISS,500
NATURALGAS,SELL,3.0486,-0.0091,false,HOLD,1,BESSER,500
NATURALGAS,SELL,3.0481,-0.0091,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8680,-0.2936,false,CLOSE,1,BESSER,500
OIL_CRUDE,SELL,97.9010,-0.2937,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8310,-0.2935,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8940,-0.2937,false,BUY,1,BESSER,500
OIL_CRUDE,SELL,97.8990,-0.2937,false,BUY,1,BESSER,500
SILVER,SELL,70.2280,+0.3511,true,SELL,1,MATCH,500
SILVER,SELL,70.2330,+0.3512,true,SELL,1,MATCH,500
SILVER,SELL,70.2240,+0.3511,true,SELL,1,MATCH,500
SILVER,SELL,70.2200,+0.3511,true,CLOSE,1,MISS,500
SILVER,SELL,70.2645,+0.3513,true,BUY,1,MISS,500
SILVER,SELL,70.2820,+0.3514,true,BUY,1,MISS,500
SILVER,SELL,70.2915,+0.3515,true,BUY,1,MISS,500
SILVER,SELL,70.2690,+0.3513,true,SELL,1,MATCH,500
SILVER,SELL,70.3830,+0.3519,true,CLOSE,1,MISS,500
SILVER,SELL,70.3850,+0.3519,true,BUY,1,MISS,500
SILVER,SELL,70.3765,+0.3519,true,BUY,1,MISS,500
SILVER,SELL,70.4060,+0.3520,true,BUY,1,MISS,500
SILVER,SELL,70.4185,+0.3521,true,CLOSE,1,MISS,500
SILVER,SELL,70.3260,+0.3516,true,HOLD,1,MISS,500
SILVER,SELL,70.3020,+0.3515,true,SELL,1,MATCH,500
SILVER,SELL,70.4270,+0.3521,true,CLOSE,1,MISS,500
GOLD,SELL,4508.8800,-13.5266,false,SELL,1,MATCH,500
GOLD,SELL,4501.7800,-27.0107,false,SELL,1,MATCH,500
SILVER,SELL,69.8060,-0.6981,false,SELL,1,MATCH,500
SILVER,SELL,69.7450,-0.6975,false,SELL,1,MATCH,500
SILVER,SELL,69.7585,-0.6976,false,CLOSE,1,BESSER,500
GOLD,SELL,4496.8300,-26.9810,false,BUY,1,BESSER,500
GOLD,SELL,4496.7400,-26.9804,false,BUY,1,BESSER,500
GOLD,SELL,4496.7700,-26.9806,false,SELL,1,MATCH,500
GOLD,SELL,4495.4800,-26.9729,false,SELL,1,MATCH,500
GOLD,SELL,4495.4800,-26.9729,false,HOLD,1,BESSER,500
SILVER,SELL,69.7460,-0.6975,false,SELL,1,MATCH,500
SILVER,SELL,69.8140,-0.6981,false,SELL,1,MATCH,500
SILVER,SELL,69.7620,-0.6976,false,SELL,1,MATCH,500
GOLD,SELL,4495.2700,-26.9716,false,CLOSE,1,BESSER,500
SILVER,SELL,69.7400,-0.6974,false,CLOSE,1,BESSER,500
GOLD,SELL,4495.0550,-26.9703,false,CLOSE,1,BESSER,500
SILVER,SELL,70.0170,-0.4201,false,CLOSE,1,BESSER,500
SILVER,SELL,70.1165,-0.4207,false,HOLD,1,BESSER,500
SILVER,SELL,70.0750,-0.4205,false,SELL,1,MATCH,500
SILVER,SELL,70.0740,-0.4204,false,BUY,1,BESSER,500
GOLD,SELL,4509.1100,-13.5273,false,BUY,1,BESSER,500
GOLD,SELL,4509.7900,-13.5294,false,BUY,1,BESSER,500
GOLD,SELL,4509.4500,-13.5283,false,BUY,1,BESSER,500
SILVER,SELL,70.1560,-0.4209,false,BUY,1,BESSER,500
GOLD,SELL,4511.7500,-13.5352,false,BUY,1,BESSER,500
SILVER,SELL,70.2360,-0.2107,false,BUY,1,BESSER,500
GOLD,SELL,4511.8400,-13.5355,false,BUY,1,BESSER,500
SILVER,SELL,70.2385,-0.2107,false,BUY,1,BESSER,500
GOLD,SELL,4515.0800,-13.5452,false,HOLD,1,BESSER,500
GOLD,SELL,4504.5300,-13.5136,false,HOLD,1,BESSER,500
SILVER,SELL,69.7360,-0.6974,false,SELL,1,MATCH,500
SILVER,SELL,69.6600,-0.6966,false,BUY,1,BESSER,500
GOLD,SELL,4491.6850,-26.9501,false,BUY,1,BESSER,500
GOLD,SELL,4489.7700,-26.9386,false,CLOSE,1,BESSER,500
GOLD,SELL,4491.1150,-26.9467,false,BUY,1,BESSER,500
SILVER,SELL,69.7030,-0.6970,false,BUY,1,BESSER,500
GOLD,SELL,4489.5500,-26.9373,false,BUY,1,BESSER,500
GOLD,SELL,4491.3500,-26.9481,false,BUY,1,BESSER,500
SILVER,SELL,69.7080,-0.6971,false,BUY,1,BESSER,500
GOLD,SELL,4492.4450,-26.9547,false,SELL,1,MATCH,500
GOLD,SELL,4490.0400,-26.9402,false,SELL,1,MATCH,500
GOLD,SELL,4491.4000,-26.9484,false,CLOSE,1,BESSER,500
GOLD,SELL,4492.2000,-26.9532,false,BUY,1,BESSER,500
GOLD,SELL,4491.3500,-26.9481,false,BUY,1,BESSER,500
SILVER,SELL,69.6400,-0.6964,false,BUY,1,BESSER,500
SILVER,SELL,69.6770,-0.6968,false,SELL,1,MATCH,500
